pub_date,abstract,gemini_sentiment
2015-04-03,the inexpensive device links a standard audio cable from the music player to a computers usb jack,neutral
2015-04-08,the watch is not suited for tech novices it is designed for notificationinundated people who want to manage the way the digital world intrudes on their lives,neutral
2015-04-07,get recommendations from new york times reporters and editors highlighting interesting stories from around the web in this installment great reads from quentin hardy jason stallman and others,neutral
2015-04-13,the biggest american tech companies face intensifying scrutiny by european regulators with pressure that could potentially curb their sizable profits in the region and affect how they operate around the world,negative
2015-04-08,the technology columnist farhad manjoo asks whether the apple watchs new taptic engine will give us an alternative to constantly checking our phones,neutral
2015-12-14,samsung has filed an appeal to the supreme court arguing that the legal framework for design patents is an issue larger than its dispute with apple,neutral
2015-12-11,velvet sachet for your contactlens solution computing device smaller than an apple watch glowinthedark pasta maker we have you covered,neutral
2015-12-01,the el capitan update includes many enhancements to popular tools and programs but many bugs have also been reported,negative
2015-12-11,until an update to picasa heres a way to get your photos into your computer from usbconnected cameras including iphones,neutral
2015-12-19,with the rise of the unicorns it was a year of punchdrunk valuations seamed with anxiety,negative
2015-12-17,abbi jacobson john slattery marcus samuelsson and others on what big thing they chose to pass over in 2015,neutral
